Fecha,ABC.A,BNC,BPV,BVCC,BVL,CIE,CRM.A,DOM,EFE,ENV,FVI.B,GZL,MPA,MVZ.A,MVZ.B,RST,RST.B,TDV.D,TPG,FVI.A,PGR,PTN,BOU,CGQ,FFV.B,FNC,ICP.B,SVS,CCR,PIV.B,PER,ALZ.B,MTC.B,IMP.B,ARC.B,GZL.A,RFM,ARC.A,VNA.B,IMP.A,IVC.A,IVC.B,GMC.B
2024-10-03,181,2531.4,11575,1743,2473,0,275,20,30413,1087,0,0,4998,6,13,1258222,767,693,0,0,364,1539,0,23,0,18,2,130,0,3,0,0,0,0,15,0,0,0,10,0,0,0,0
2024-10-04,0,2185.2,5728,1490,229,0,112,0,1168,321,0,217,1898,122,0,1297,325,2297,0,0,1328,772,0,97,0,0,175,48,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-07,133,1856.2,17224,13697,1095,0,374,418,454,61,0,0,650,78,787,8084,1553,1962,300,0,741,406,0,3,0,200,10,476,30,2,0,0,0,0,20466,0,0,0,0,0,65,3354,0
2024-10-08,176,5260.8,9355,7204,1950,0,541,507,703,216,0,20,607,366,0,4204,353,4120,3800,0,2425,309,0,13,0,47,0,73,2,0,0,0,0,12,5,0,0,0,0,0,169,271090,0
2024-10-09,87,4736.6,18575,34736,852,0,43,165,778,1182,0,46,55,22,3860,9485,371,577,3200,0,1233,859,0,22,0,70,0,65,3,0,0,724,0,0,10,0,0,0,5,0,508,276271,0
2024-10-10,7475,2009.4,16822,22322,6540,0,630,10370,381,20705,0,0,480,84,10,32342,15677,1370,6300,0,1202,483,0,26,0,201,0,0,38,2,0,0,0,9,35,0,0,0,0,0,163,271986,0
2024-10-11,133,13750.8,22027,6535,1304,0,513,696,253,1150,0,200,1357,114,103,1791819,457,12169,0,0,175,1980,0,2680,0,767,0,145,0,10,0,0,16,0,11,0,0,0,23,0,80,690,0
2024-10-14,3796,3309.2,4307,2491,1011,0,455,51,811,9,0,100,120,9,12,960,844,817,6000,0,1010,1080,0,288,0,40,10,37,0,84,0,0,0,0,0,0,0,0,63,0,85,99,270
2024-10-15,55,4956.6,8918,15512,638,0,1064,1823,234,6235,0,1800,10800,52,300,2250,6706,4100,0,0,2284,5,0,562,0,0,298,126,0,46,0,0,0,20,0,0,0,0,0,0,86,282607,57
2024-10-16,327,3357.8,69318,37937,545,0,60,50,100143,348,0,298,1839,21,21,3171,836,67,0,0,1220,729,0,778,0,0,0,20,8,31,0,212,0,0,1,0,0,0,0,0,64,265869,97
2024-10-17,194,2798.8,20030,3072,3044,0,587,110,80184,694,0,219,5700,15,12,2000,1528,1129,0,0,427,11,0,155,0,442,0,5,21,30,0,0,0,0,5,0,0,0,0,0,24,265759,12
2024-10-18,1363,4445.8,76194,18057,7230,0,637,1105,1169,19,0,47,980,84,54,3088,7240,765,300,0,5318,1401,0,32,0,2102,3,25,0,10,0,0,0,11,32,0,0,0,0,0,42,269619,79
2024-10-21,526,4760.2,17262,9268,2205,0,531,5000,100742,100224,0,223,507,327,5,1151,199,639,1700,0,1860,18094,0,121,0,310,275,110,26,0,0,0,0,0,26,0,0,0,0,0,85,154,79
2024-10-22,375,1508.4,50990,270301,47042,0,17192,132739,392,4109,0,44,341,3377,8457,119000,525637,22318,97400,0,60855,3665,0,895,0,1275,1719,7227,10,9,0,0,0,12,6,0,0,0,110,0,7965,77558,54
2024-10-23,303,1943.4,47798,53938,858,0,3846,157,126,32,0,0,3987,95,131,3933,4781,326,7400,0,684,1013,0,10,0,0,1021,59,30,15,0,0,0,0,6,0,0,0,0,0,5,8,6
2024-10-24,0,3001.6,10660,2056,1824,0,1616,120,1136,513,0,0,114,541,19,4867431,1125,511,200,0,1293,57,0,1737,0,60,0,225,9,0,0,59,0,9,5,0,0,0,0,0,143,354,16
2024-10-25,329,4866.8,33565,400185,834,0,1249,33,322,10,0,681,528,1879,2178,831769,311,4607,16300,0,3232,8194,0,64,0,50,0,10,3,5,0,0,4,0,5,0,0,0,0,0,234,28162,127
2024-10-28,4000,4123.6,50592,17119,99,0,986,357,155,16588,0,170,847,128,306,1691,6500,968,15600,0,820,677,0,75,0,0,84,542,0,3,0,0,0,0,3,0,0,0,0,0,5,42,7
2024-10-29,65,5671.6,124196,65805,583,0,680,2920,230,30,0,11,702,242,27,297,1481,640,5700,0,1342,236,0,634,0,18,0,11,0,0,0,0,0,0,10,0,0,0,0,0,9,205,11
2024-10-30,107,1506.6,5889,169907,1589,0,264,6772,6128,92,0,5,7615,101,28,1044,1874,374,10000,0,1087,128,0,85,0,462,0,0,0,1,0,0,0,12935,0,0,0,0,0,0,2,21,87
2024-10-31,570,737.2,41515,37158,2757,0,345,66,390,223,0,1176,313,38,415,1007,932,883,3200,0,291,75,0,1449,0,163,0,68,1,1,0,5,0,0,40,0,0,0,300,0,18,117,16
2024-11-01,509,1560.2,11241,1977,196,0,487,715,223,3064,0,34,1170,186,0,982,874,16312,4500,0,2270,108,0,94,0,350,0,1127,4,1,0,101,0,0,0,0,0,0,0,0,10,62,19
2024-11-05,150,3846.2,78465,1819,875,0,541,111,5406,17034,0,38,1212,162,0,13753,869,18864,4367,0,2002,275,0,148,0,5,43,80,2,3,0,0,0,0,5,0,0,0,12,0,34,133,12
2024-11-06,252,1182.4,39956,184933,4573,0,751,2242,1145,4828,0,50,2307,1464,17,2583,891,6923,5279,0,5439,161,0,2494,0,178,0,285,6,2,300,0,0,0,0,0,0,0,0,0,7105,64242,72
2024-11-07,190,2778.4,87081,12253,3084,0,40,106,66452,584,0,20,966,124,0,6057,1076,4947,2361,0,12931,1312,0,4705,0,432,5,1105,20,30,5,1,0,12,15,0,0,0,32,0,12,244,16
2024-11-08,89,19508.6,39211,14771,476,0,0,6139,518,4295,0,615,1200,112,8,9475,708,1404,8238,0,10881,617,0,102,0,515,0,295,87,9,0,50,0,3574,29560,0,0,0,0,0,29,14,48
2024-11-11,10,25091.8,34313,32726,177,0,117,2551,3687,8289,0,10,995,11,0,650,858,1645,3813,0,9680,877,0,82,0,50,100,45,0,30,0,0,0,0,5,0,0,0,0,0,325,12,10
2024-11-12,212,118378.4,120802,5435,6742,0,100,260,50383,356,0,3681,8800,271,361,12654,414,6018,10349,0,14139,310,0,1515,0,0,0,140,53,6,0,0,0,0,0,0,0,0,44,0,50,1397,10
2024-11-13,748,732.6,45173,1282097,3020,0,405,1183,304,2679,0,5,966,3578,1486,3611,201,1016,6140,0,27069,585,0,130,0,790,72,164,2,0,0,0,0,15,2,0,0,0,17,0,11,584,9
2024-11-14,608,952.6,8090,650,779,0,3,757,624,521,0,120,121,19,2003,1948,292,840,17142,0,18510,487,0,2011,0,1150,0,198,5,7,0,19,0,0,0,0,0,0,0,0,0,5496,58
2024-11-15,326,3877,41228,19082,204,0,575,101,79,107,0,521,1685,12,18,3014,3037,9343,5522,0,344,186,0,4886,0,240,0,65,19,10,0,0,0,0,0,0,0,0,0,0,10,1474,15
2024-11-19,182,3415.2,67443,20874,1065,0,240,1762,1636,784,0,42,356,1553,690,1524124,4519,11027,4675,0,905,380,0,1109,0,0,40,505,3,0,0,10,0,0,0,0,0,0,0,0,420,2673,19
2024-11-20,1080,2168.2,5161,28549,533,0,3281,204,2031,10335,0,92,22051,296,200,1385,868,1418,3868,0,1390,359,0,370,0,225,0,15,7,12,0,0,0,50,0,0,0,0,5,0,54,105,14
2024-11-21,3163,1554.6,9099,65343,298,0,50,15,90372,3790,0,56,148,16,3,1124,9547,25276,4645,0,4368,450,0,219,0,0,0,90,5,3,0,0,0,0,0,0,0,30,23,0,207,288,30
2024-11-22,461,3251,14656,6564,629,0,13,803,123,111,0,30,264,29,2,2446,37500,24488,7016,0,2179,315,0,1996,0,9,0,90946,7,1,0,4,0,0,10,0,0,0,0,0,90,438,5
2024-11-25,334,3720,23737,4304,1017,0,50,511,422,720,0,103,766,46,106,1095,808,1203,5298,0,7055,304,0,91,0,0,0,5,12,38,0,0,0,19,0,0,0,0,0,0,15,0,9
2024-11-26,173,447451,156353,1994,1214,0,401,158,1238,3350,0,10855,1260,11,21,2930,2103,25635,3871,0,30921,154,0,0,0,0,0,0,0,0,0,0,0,0,580,0,0,0,10,0,11,2302,34
2024-11-27,1104,295550.6,23798,2925,1827,0,145,225,150128,190,0,10900,950,64,77,1144,1253,7575,2083,0,242,73,0,0,0,1045,10,75,5,18,35,0,0,0,20,0,0,0,6,0,3,256,9
2024-11-28,206,176085.4,31912,14088,3250,0,1052,1120,201459,723,0,8,60,1364,415,9891,353,922,2325,0,5977,105,0,19,0,588,31,0,118,3,0,0,0,0,8448,0,0,0,0,0,30,908,5
2024-11-29,373,3388914,11182,31719,3149,0,1038,563,203131,10,0,288,813,75,15,2066,5189,936,3269,0,2934,320,0,120,0,296,0,486316,0,2,0,0,400,0,14261,0,0,0,0,0,90,101,7
2024-12-02,503,5480,23493,19375,418,0,371,41,458,167,0,4,388,119,30,2901,1728,980,4010,0,2869,164,0,0,0,0,0,41,156,33,0,0,0,20,0,0,0,0,0,0,40,42,15
2024-12-03,237,7859,74412,45559,3154,0,629,0,60919,3649,0,0,1236,76,30,6639,2032,8028,3220,0,5250,30,0,14,0,250,0,200,25,84,0,0,352,0,1860,0,0,0,0,0,0,20,3
2024-12-04,3579,1170.4,11229,318772,16447,0,1131,491,2686,103,0,502,1350,15,10,9210,3987,4977,15882,0,6546,1045,0,273,0,80,0,1609,3,2,0,0,0,10,0,0,0,0,0,0,3,27,13
2024-12-05,121,798.4,9214,34723,2319,0,889,85,61291,33641,0,595,0,190,7,988,783,1797,8190,0,713,396,0,240,0,0,3,480,2,184,0,0,0,0,10632,0,0,0,21,0,25,271,7
2024-12-06,722,4716.8,29179,3019,4084,0,910,0,500,340,0,121,300,10,9,2888,11904,2010,10910,0,1265,207,0,296,0,0,0,40,201,22,0,0,0,0,0,0,0,0,24,0,65,598,13
2024-12-09,468,1264.6,24441,7553,174,0,1124,26,845,3,0,5,215,7,17,1219,942,486,8298,0,2659,672,0,187,0,29,0,576,11,20,0,0,130,0,5,0,0,0,9,0,215,311,14
2024-12-10,185,979.2,6584,76641,2101,0,1990,176,595,10683,0,61,353,175,151,20875,2348,5536,2779,0,8058,191,0,213,0,0,0,537,0,4,0,0,31,0,9,0,0,0,2,0,904,2961,15
2024-12-11,262,9659.6,75318,322643,40153,0,16586,134089,64360,18500,0,10,21379,3366,8472,148869,526633,40223,66755,0,60211,3850,0,1428,0,43,0,7036,20,0,0,0,0,0,0,0,0,0,1,0,28,78812,3
2024-12-12,140,205297.2,2679,21220,440,0,1100,392,130,8040,0,0,425,2,20,2667293,1034,405,3938,0,2600,448,0,3092,0,0,0,25,85,4,0,2,1300,0,0,0,0,0,0,0,141,964,11
2024-12-13,121,22346,25827,20701,672,0,230,208,374,266,0,26,310,81,323,12731,476,786,1612,0,1114,123,0,3225,0,0,15,20,0,0,34,5,0,0,0,0,0,0,5,0,78,807,68
2024-12-16,2731,1802.6,17072,1413,6078,0,250,72,308,427,0,588,1528,137,10,11317,1025,5430,5204,0,1313,262,0,6613,0,0,2,437,0,2,0,0,0,0,0,0,0,0,0,0,572,38,15
2024-12-17,312,3554.4,19302,57731,1355,0,0,550,70309,726,0,1528,712,30,14,154385,265,34077,2684,0,586,20,0,4091,0,311,0,101,14,0,0,5,0,0,0,0,0,0,0,0,24,7558,35
2024-12-18,1549,712.4,59804,1175,271,0,103,4654,85,692,0,16,260,8,0,10254229,135,5425,1002,0,126,15,0,5534653,0,0,0,10,2,10,0,0,55,0,0,0,0,0,0,0,266,190,9
2024-12-19,756,8248,18031,78499,5548,0,207,2013,101014,3266,0,0,2502,2273,2014,27611,1045,3739,2658,0,971,1790,0,716,0,140,0,101,11,1,0,0,0,0,5580,0,0,0,0,0,0,2887,29
2024-12-20,1111,1506.2,31780,3884,6058,0,57,5013,325,710,0,50,1474,650,0,781873,289,742,1327,0,10253874,100,0,589,0,11,0,155,0,2,0,0,0,0,0,0,0,0,0,0,671,7591,11
2024-12-23,245,5403.4,28600,36251,5,0,160,33,597,44,0,24115,5036,50,2,14032,328,145,1953,0,280,149,0,410,0,2,0,0,0,2,0,0,0,0,35800,0,0,30,0,0,120,43,5
2024-12-26,405,1888.6,44541,72386,2212,0,180,889,100745,142,0,218,395,192,49,434,358,556,1272,0,3503921,285,0,2338,0,1240,0,315,10,1,0,5,0,0,0,0,0,0,0,0,50,75,31
2024-12-27,581,516305.2,34232,1241066,1760,0,309,855,100581,9243,0,19432,344,1153,20,2392512,542,297,6714,0,1121,562,0,628,0,546,25,1650,3,1839,0,0,50,0,738,0,0,0,0,0,5,7,9
2024-12-30,118,216930.2,24679,24297,1116,0,46,15720,160484,309,0,1080,15439,1045,1439,1475,990,32654,1973,0,1557,548,0,711,0,20,122,315,0,272,0,0,340,0,660000,0,0,0,0,0,45,102,5
2025-01-02,144,6260.4,19580,2982,402,0,84,855,2053,0,0,1188,480,65,15,1820,817,191,1305,0,470,1300,0,430,0,65,0,350,6,0,0,0,0,0,53,0,0,0,250,0,275,2,8
2025-01-03,111,3230.8,39042,10604,873,0,455,566,41,1002,0,933,217207,2057,10,1862,499,18136,4130,0,961,531,0,212,0,0,10,26,0,10,0,0,0,0,18,0,0,0,100,0,67,20,10
2025-01-07,2252,6803.4,76676,29605,3142,0,146,528,615,1982,0,20,11092,1112,70,3927,3138,267,9396,0,8435,180,0,252,0,30,0,720,298,51,0,0,0,0,0,0,0,0,0,0,41,0,2
2025-01-08,408,5837.4,57919,27530,329,0,224,10,50234,43,0,136,3920,122,26,2470,923,969,8178,0,455,130,0,268,0,599,10,115,0,70,0,5,0,0,5,0,0,0,5,0,27,13,1
2025-01-09,247,4279.6,65422,4607,10549,0,2726,520,0,3836,0,778,622,33,30,1369694,463,220,2101,0,16178,2110,0,10,0,15,64,1544,0,4,0,0,0,0,10,0,0,0,2,0,55,628,5
2025-01-10,1170,4844.8,42520,5862,1073,0,1230,102,357,868,0,579,2982,21,35,515,483,510,4157,0,1244,342,0,70,0,196,120,0,2,1,0,0,0,0,5,0,0,0,0,0,0,170,3
2025-01-14,435,0,19011,13512,8446,0,27,0,1290,972,0,70,1869,9,14,450,1471,1323,6113,0,1190,80,0,200,0,23,165,191,0,0,0,3,0,0,17,0,0,0,0,0,110,5151,16
2025-01-15,90,0,44838,1349,490,0,3700,105,179,497,0,0,1587,2,66,1091,410,22527,3507,0,2089,19669,0,105,0,0,117,320,0,1,0,0,20,0,19081,0,0,0,10,0,270,16301,65
2025-01-16,1268,1568,74304,11447,414,0,636,128,321,172,0,0,4101,77,82,1142,4367,832,1620,0,548,12313,0,14,0,0,0,300,10,3,0,0,140,0,2997,0,0,0,0,0,126,764,3
2025-01-17,9383,5222,44031,4234,1954,0,263,94,50890,8087,0,295,463,2355,10,20971,470,961,4352,0,1781,639,0,329,0,0,40,35,6,0,0,0,0,0,338,0,0,0,90,0,7,137,5
2025-01-20,26,2785,18565,32064,6301,0,262,2043,1765,333,0,0,500,1680,10,2118,525,20381,7420,0,1008,182,0,121,0,20,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11
2025-01-21,663,5075,36861,25015,1884,0,130,120,51627,2596,0,0,1650,1628,110,10130,247,281,1937,0,10367,32,0,0,0,20,88,112,0,4,0,0,0,0,0,0,0,0,0,0,89,10,0
2025-01-22,325,2840,57928,2707,6548,0,9,0,138,12774,0,807,608,1577,2,2741309,417,12182,714,0,1032,780,0,224,0,9,41,125,0,27,5,0,0,0,0,0,0,0,0,0,0,2340,5
2025-01-23,10196,13668,113669,60282,9448,0,1317,6020,528,1502,0,413,853,1135,1103,674,3811,30300,2663,0,409,807,0,23,0,0,693,255,0,30,0,0,18,0,0,0,0,0,0,0,62,20,6
2025-01-24,768,166851,97091,38594,196,0,776,340,275,16846,0,0,323,163,450,2609,948,2657,1463,0,588,146,0,88,0,142,190,1460,0,0,0,0,0,0,0,0,0,0,0,0,75,6318,0
2025-01-27,6740,5172,69333,17422,2919,0,222,8360,17,4836,0,0,6261,3886,9,30532,22367,9003,16348,0,414,978,0,79,0,45,50,1495,2,0,0,0,0,0,1,0,0,0,0,0,0,155,3
2025-01-28,4924,469330,93594,2716,1730,0,20,32,200171,15164,0,99,6065,1253,4,1753312,681,18621,54848,0,1532,322,0,0,0,0,279,6004,0,0,0,0,0,0,0,0,0,0,0,0,58,16,0
2025-01-29,164,1700,66887,12869,207,0,202,42,265192,623,0,35775,1459,3424,119,532,450,3850,2355,0,1587,1135,0,0,0,0,346,26,0,19,0,0,0,0,0,0,0,0,0,0,125,4121,0
2025-01-30,4450,3555,119695,67081,890,0,292,2312,4224,835,0,17018,1631,14,68,3358481,796,30172,7733,0,5317,801,0,1023,0,0,111,66,1,2,0,0,0,0,0,0,0,0,0,0,131,3161,0
2025-01-31,3843,5881,171800,13169,152,0,104,0,559,136,0,322,862,98,57,2491,27499,3230,24595,0,1027,1178,0,112,0,40,270,0,203,41,0,0,0,11,0,0,0,0,33,0,7,895,2
2025-02-03,1713,1536,115883,1150,73,0,854,770,1095,518,0,1968,1824,82,0,961,63902,719,35086,0,899,700,0,53,0,50,0,600,24,0,0,0,0,0,0,0,0,0,0,0,142,1374,0
2025-02-04,734,1176,67306,11724,387,0,40,773,926,388,0,267,14435,719,61,1568,33095,200,13888,0,434,19326,0,311,0,114,100,521,1,0,0,0,0,0,4,0,0,0,0,0,342,298,0
2025-02-05,590,10278,143691,8215,171,0,60,1799,567,1508,0,42,325,35,6,2597,5797,574,5647,0,748,14212,0,1169,0,75,0,25,0,5,0,0,0,0,3,0,0,0,0,0,192,2673,0
2025-02-06,486,851,71301,1502,171,0,199,14,193,36,0,85,30,3035,125,817,13114,1042,5523,0,3313,1305,0,53,0,12,2875,60,0,0,0,0,0,0,1,0,0,0,0,0,55,47,10
2025-02-07,117,4446,119920,6260,358,0,2448,5,198,100,0,30,110,62,23,37999,9493,8043,6632,0,328,953,0,130,0,2500,691,0,0,6,0,0,0,0,0,0,0,0,0,0,40,32,0
2025-02-10,80,1295,62291,8806,610,0,146,79,80173,316,0,0,846,59,100,15808,564,738,4841,0,8730,3443,0,1817,0,540,2668,54,0,125,0,0,0,0,10308,0,0,0,0,0,15,92,0
2025-02-11,3686,533,114913,3228,562,0,41,342,647,1382,0,10,350,34,1648,2640,1844,602,6432,0,3163,28090,0,0,0,100,1207,0,0,123,0,0,0,0,520,0,0,0,0,0,0,0,0
2025-02-12,1031,522921,461510,58811,994,0,5967,1243,519,14742,0,103,1393,11220,2797,3335674,11053,761,10876,0,3879,5474,0,220,0,0,452,11622,26,181,0,12,0,0,100,0,0,0,150,0,218,93,0
2025-02-13,1860,9490,181917,8343,537,0,818,12265,61189,937,0,20,479,19,816,8548,2727,2000,10939,0,3215,3323,0,177,0,55,599,5435,0,0,0,0,0,0,15,0,0,0,0,0,110,2752,54
2025-02-14,213,743,77749,9266,11838,0,6516,5070,522,55,0,0,100,39,10,14973,1732,33951,2676,0,4505,410,0,50,0,94,4,50,120,23,0,0,0,0,10,0,0,0,4,0,0,18782,0
2025-02-17,1751,25353,10415,8097,3697,0,5900,1313,80691,174,0,0,1855,370,68,529719,3441,4819,6978,0,1337,1548,0,10,0,5,0,248,0,0,0,0,0,0,5,0,0,0,2,0,134,326,10
2025-02-18,1658,1927,77799,2406,2897,0,1032,494,30709,2324,0,100,1273,72,34,3351,3433,1461,8590,0,9443,604,0,472,0,66,0,800,0,0,0,0,0,0,0,0,0,0,0,0,141,658,0
2025-02-19,52,6337,99861,7315,5416,0,200,179,50221,2150,0,142,610,44,28,12532,1422,1337,11958,0,17487,549,0,2,0,0,573,5922,50,3,0,0,0,0,0,0,5,0,0,0,109,342,5
2025-02-20,512,2483,19423,65918,1274,0,1211,26,281,33927,0,135,696,53,234,5988,656,781,33473,0,898,255,0,310,0,288,240,5,207,4,0,0,0,0,10,0,0,0,0,0,5,38,0
2025-02-21,1891,5008,66739,64622,1803,0,273,2423,1316,4049,0,0,7016,45,40,18275,2939,1184,59655,0,10680,594,0,90,0,110,130,2746,11,3,0,44,0,10,20,0,0,0,3,0,115,1025,0
2025-02-24,3454,2058,72229,6311,1158,0,2748,474,100368,7415,0,0,1250,346,375,2420,20869,1323,7858,0,1385,197,0,200,0,0,0,40,3,0,0,0,0,0,3370,0,0,0,0,0,60,1683,0
2025-02-25,1167,3017,209332,9768,246,0,1000,860,14333,5830,0,1200,292,138,116,3861,8200,4820,37965,0,3095,40,0,20,0,0,82,0,332,3,0,0,0,0,18,0,0,0,0,0,20,504,0
2025-02-26,1913,1937,45168,27790,2593,0,1269,29,253793,491,0,1162,21784,89,548,9663,529,5464,6714,0,1662,1425,0,415,0,0,588,4596,3,12,0,0,0,0,9,0,0,0,0,0,182,1910,16
2025-02-27,951,547,144521,273577,4177,0,22413,1082,223732,554,0,34712,2729,107,117,2485,39165,27498,15794,0,1380,5478,0,250,0,0,158,1615,33,1825,0,50,0,0,20,0,0,0,0,0,41,0,0
2025-02-28,20213,715,74306,104696,278,0,102,662,1435,1290,0,21533,419,150,3,2466,64,9736,5276,0,325,1670,0,0,0,100,142,102271,57,2,0,0,0,0,20625,0,0,0,0,0,3,2003,8
2025-03-05,1619,5253,1016145,1625,1997,0,251,38,802,63592,0,39,814,46,77,1946,4022,940,12593,0,3345,664,0,345,0,0,380,1128,20,2,0,0,0,0,0,0,0,0,0,0,4,3567,120
2025-03-06,300,1637,27972,6118,285,0,6,1023,80545,2398,0,515,310,131,72,2971,3050,225,11840,0,2147,344,0,54,105,0,1166,3646,145,0,0,0,0,0,14,0,0,0,0,0,35,35,80
2025-03-07,1862,11051,143703,11319,1387,0,620,150,63,1023,0,420,169,1011,2277,30809,32239,173,3629,0,331,103,0,445,105,0,800,82,20,4,0,0,0,0,0,0,0,0,0,0,4617,16725,0
2025-03-10,1656,7479,60684,4203,1590,0,582,289,484,636,0,65,431,355,37,1674472,15017,1189,12008,0,2669,556,0,135,200,0,1330,23,50,6,0,10,0,0,0,0,0,0,0,0,19,105,0
2025-03-11,125,1898,74793,9136,256,0,426,2942,60093,4330,0,0,653,129,379,3347365,4466,728,3589,0,2992,400,0,200,0,0,1552,255,40,138,0,0,0,0,0,0,0,0,2,0,85,50,8
2025-03-12,401,926,90364,2405,2015,0,334,152,710271,698,0,125,1158,30,2,2463,741,411,2406,0,4323,219,0,144,0,1,267,551,0,0,0,1,0,0,1,0,0,0,0,0,1558,950,3
2025-03-13,505,2406,60065,3768,50,0,665,978,575,17893,0,516,1752,5115,3484,3900751,303,1011,3475,0,3717,765,0,339,200,160,357,545,31,0,0,0,0,0,0,0,0,0,0,0,4,260,35
2025-03-14,1098,242610,41031,9501,1011,0,1567,2566,0,1544,0,50,185,134,575,20860,1155,1794,4214,0,1552,51458,0,1706,0,147,2834,9463,414,86,0,0,0,0,0,0,0,0,0,0,141,48,1
2025-03-17,696,2415,105040,4302,7938,0,50,402,1408,217,0,156,1222,63,0,915519,53880,5933,4686,0,6847,5022,0,89,0,35,3860,1211,32,8,0,0,0,0,0,0,0,0,0,0,20,1136,13
2025-03-18,125,13374,206802,8082,1127,0,860,384,504,3387,0,0,335,51,35,8097,520,1024,1640,0,407,810,0,4704,0,3065,992,657,50,8,0,49,0,0,26,0,0,0,0,0,25,95100,5
2025-03-20,566,12812,73543,3093,191,0,813,3020,19192,464,0,39,4500,119,5,854,1429,614,10704,0,2594,507,0,0,0,200,195,6778,12,1,0,0,0,0,11,0,0,0,0,0,276,10,6
2025-03-21,761,1614,21437,13859,294,0,48,2117,313,1720,0,15023,2309,15,24,2440,530,1297,1742,0,484,17474,0,32,0,118,1747,59502,68,83,0,0,0,0,3,0,0,0,0,0,55,150,0
2025-03-24,292,5598,58147,2937,5049,0,453,58,645,144,0,329,217,45,116,7140,9840,16383,6615,0,4778,1561,0,19,0,37,1040,7327,2,95,0,0,0,0,0,0,0,0,0,0,24,332,0
2025-03-25,459,18260,120951,1762,837,0,1200,4996,672,1651,0,0,551,533,451,8071,2333,3979,121912,0,12557,37253,0,188,0,1360,381,2574,8,90,0,0,0,0,2,0,0,0,0,0,1310,40,4
2025-03-26,199,2042,53998,15163,3546,0,1993,289,1432,8547,0,24074,541,43,118,2889,6338,6354,56128,0,6893,2179,0,156,0,0,1214,4067,37,91,0,0,200,0,0,0,0,0,0,0,712,1663,5
2025-03-27,90,3518,58146,549,196,0,1357,1714,21944,3624,0,32261,400,74,25,14838,5514,10005,14965,0,486,1791,0,512,0,0,20098,12908,0,95,0,0,0,0,0,0,0,0,0,0,250,345,48
2025-03-28,88,1557,37547,27165,1004,0,1164,68363,2123,1268,0,202,7241,33,168,28282,1166,8079,13921,0,946,1134,0,390,0,1360,555,27127,300,11,0,0,0,0,0,0,0,0,0,0,878,44,7
2025-03-31,91,7172,109941,54260,1129,0,121,128,1140,2362,0,11842,7295,572,889,21408,15208,3110,3449,0,1307,1289,0,0,0,210,205,14314,17,13,0,210,0,0,101,0,0,0,0,0,19,269,0
2025-04-01,241,5476,27969,10425,904,0,525,2253,320,147,0,0,6099,132,87,5753,1106,11195,7823,0,9871,786,0,52,0,439,265,99,0,23,0,0,52,0,0,0,0,0,0,0,1653,86,0
2025-04-02,791,13690,1315234,1434,1777,0,5,824,884,127,0,631,590,11,329,1532,3776,6344,3704,0,838,710,0,15,0,0,882,1503,8,4,0,0,15,0,0,0,0,0,0,0,65,41,0
2025-04-03,669,361,30179,5066,468,0,815,3923,413,21,0,8,1000,17,4,523,2042,424,6233,0,365,60,0,1296,0,1418,139,200,50,50,0,0,0,0,0,0,0,0,0,0,18,17,0
2025-04-04,450,3708,113869,6859,756,0,5,7746,525,5119,0,0,539,123,8,20601,305,817,9315,0,950,445,0,0,0,28,784,4235,20,28,0,0,0,0,0,0,0,0,0,0,0,70,0
2025-04-07,10,149876,65691,4131,478,0,532,63,92410,346,0,0,467,33,15,735850,604,62,770,0,868,618,0,0,0,275,161,29,22,0,0,0,0,2351,2,0,0,0,0,0,0,280,50
2025-04-08,191,1937,111759,8548,175,0,309,98,6480,3702,0,0,2194,343,171,4003,3501,1939,2614,0,654,90,0,348,0,1495,1633,418,13,1,0,0,0,0,0,0,0,0,0,0,92,80,0
2025-04-09,631,4652,38452,1970,701,0,350,309,8167,6885,0,84,3004,591,1105,509,18076,1458,10327,0,3922,2087,0,7,0,12,30,1028,16,3,0,0,0,0,0,0,0,0,0,0,93,7873,0
2025-04-10,906,9165,202933,3119,1416,0,700,67,446,135,0,20,8390,56,428,1261,591,749,919,0,3592,1454,0,3,0,25,93,340,412,6,0,0,0,0,0,0,0,0,0,0,1370,0,0
2025-04-11,155,1365,90318,27494,2516,0,498,771,858,13,0,80,1818,26,25,4978,747,7914,879,0,3088,711,0,61,0,30,321,1075,1,4,0,0,0,0,2,0,0,0,0,0,107,2785,5
2025-04-14,61,2447,63254,1184,164,0,210,53,368,81,0,118,643,21,26,483,1220,656,2352,0,1416,1725,0,0,0,255,476,850,3,0,0,500,0,0,0,0,0,0,0,0,8,0,0
2025-04-15,78,7212,59726,8043,105,0,7636,12,543,1541,0,70,1305,34,81,1388,7561,863,5103,0,4713,8663,0,63,0,696,3677,5092,5,1,0,545,0,0,3,0,0,0,0,0,5,3447,3
2025-04-16,94,8435,54855,78841,380,0,4989,7330,828,16971,0,85,1030,28,61,13415,123,3654,7406,0,575,274,0,21,0,94,1114,5091,0,40,0,0,0,0,3,0,0,0,0,0,57,12,10
2025-04-21,77,5804,18043,40538,629,0,90,2,1862,388,0,12,4621,38,1005,1158503,1873,6853,30687,0,2887,150,0,14,0,758,15,34,9,18,0,0,0,0,10,0,0,0,0,0,63,14,16
