Fecha,TC,IBC,IF,II,ABC.A,ALZ.B,ARC.A,ARC.B,BNC,BPV,BVCC,BVL,CCR,CGQ,CIE,CRM.A,DOM,EFE,ENV,FVI.A,FVI.B,FFV.B,FNC,GMC.B,GZL,ICP.B,IMP.B,IVC.A,IVC.B,MPA,MTC.B,MVZ.A,MVZ.B,PER,PGR,PIV.B,PTN,RFM,RST,RST.B,SVS,TDV.D,TPG,VNA.B,BOU
2025-05-05,88.64,231.91,451.55,87.74,67,35,67.6,97,56.5,6.26,15.7,56.19,431,30,0.14,14,31,6.77,40,115,26,12.42,17,525,47,6.35,340,80,42.58,6.05,5.29,283,234,13,10.76,3400,13.39,7,22.83,13.39,13,30.99,1.63,61,0
2025-05-06,88.72,236.22,458.18,90.87,65,35,67.6,97,56.5,6.48,16.5,56,516,30,0.14,14.99,31.5,6.73,42.95,115,26,12.42,17,525,47,6.35,340,80,42.55,6,5.3,283,234,13,10.55,3450,13.8,7,23.5,14.8,13,30.95,1.55,61,0
2025-05-07,91.21,231.82,447.71,90.84,64,35,67.6,97,56.5,6.48,15.1,56,516,30,0.14,14.99,31,6.4,42.95,115,26,12.42,17,525,47,6.35,340,80,42,5.85,5.3,260,220,13,10.8,3350,13.8,7,23.4,14.7,15,30.98,1.25,61,0
2025-05-08,91.92,234.4,454.31,90.45,63,35,67.6,97,56,6.6,15.1,55.5,450,30,0.14,14.99,31,6.4,42.39,115,26,12.42,17,525,47,7,340,80,42,6,5.3,265,233,13,10.79,3350,13.69,7,23,14.75,14.95,32,1.25,61,0
2025-05-09,82.83,237.57,461.68,90.63,60,35,67.6,97,59.99,6.57,15.95,55.89,450,29.99,0.14,14.99,31,6.4,42.39,115,26,12.42,14.99,525,47,7,340,76,39.5,5.6,5.3,280,233,13,10.75,3445,13.69,7,22.95,13.5,14.95,32,1.25,61,0
2025-05-12,93.05,237.64,462.86,89.78,60,28.01,67.6,97,59.9,6.55,15.51,55.95,450,30,0.14,14,31,6.5,42.5,115,26,12.42,14.99,525,47,7,340,80,39.5,5.6,5.55,290,230,13,10.55,3445,13.95,7,22.9,14.24,15,31.45,1.23,61,0
2025-05-13,93.06,237.97,463.58,89.84,58.99,28.01,67.6,97,58,6.66,15.9,57.35,450,29.99,0.14,13.75,31,6.39,42.49,115,26,12.42,14.99,525,47,7,340,80,39.5,5.9,5.55,280,239,13,10.3,3500,13.47,7,22.9,13.98,15,31,1.22,61,0
2025-05-14,93.58,241.63,472.42,89.75,58,28.01,67.6,97,59,6.8,15.9,60,430,29.99,0.14,13.75,31,6.38,42.49,115,26,12.42,14.99,525,47,7,340,80,41,5.7,5.55,289,239,13,10.3,3500,13,7,22.9,13.98,15,31,1.23,61,0
2025-05-15,94.16,247.45,485.82,90.2,60,34,67.6,97,64.75,6.9,16.3,70,499.99,30,0.14,13.75,31,6.38,43,115,26,12.42,14.99,525,47,7,340,79.99,41,5.9,5.8,289,230,13,10.63,3500,13,7,22.75,13.98,15,32,1.23,61,0
2025-05-16,94.32,266.39,528.85,92.12,60,34,67.6,97,66,7.99,16.99,80,499.98,30,0.14,14.01,31,6.38,43.5,115,26,12.42,14.98,525,50,6.99,340,79.99,45,6.1,5.78,297,230,13,10.7,3500,14.9,7,23.5,14,15,34,1.55,61,0
2025-05-19,94.76,274.25,541.54,97.32,65,34,67.6,97,68.78,8,16.85,79,497.99,30,0.14,15.99,31.51,6.37,46,115,26,12.42,14.98,525,57,6.99,340,80,45,6.99,6.1,310,250,13,10.66,3799.99,14.79,7,24.5,14.5,15.9,32.05,1.25,61,0
2025-05-20,94.8,275.78,545.07,97.43,69,34,67.6,97,68,8,16.99,76,490,30,0.14,17,34.01,6.37,46,115,26,12.42,14.98,525,57,7.1,340,84,45.15,7,6.1,310,270,13,10.91,3799.99,14,7,23,14.45,15.89,34.95,1.38,61,0
2025-05-21,94.86,277.58,547.56,98.97,71.01,34,67.6,97,69.17,8.1,17.74,75.5,499,30,0.14,17,34.5,6.38,45.01,115,26,12.42,14.01,525,57,6.89,340,80,49,6.75,7,295,275,13,11.33,3799.99,14.5,7,24.9,14.45,15,35.9,1.33,61,0
2025-05-22,94.97,285.8,561.79,103.58,80.9,34,67.6,120,74,8.01,18,74.3,499,30,0.14,17,36,6.18,51,115,26,12.42,13.1,525,57,6.89,340,80,49,6.75,7.5,305,300,13,11.93,3799.99,14.9,7,26.5,15.5,14.5,35.55,1.33,61,0
2025-05-23,95.02,295.37,579.89,107.67,89.9,34,67.6,120,75.93,8.2,17.85,74,499,30,0.14,18,36,6.38,56,115,26,12.42,13.8,525,65,6.89,340,84.9,57,7.4,7.5,327.95,300,13,10.11,3799.99,15.9,7,27,15,14.5,35.8,1.3,61,0
2025-05-26,95.08,292.25,572.54,107.57,98,34,67.6,120,76,7.8,17.7,79,499,30,0.14,18,37,6.38,56,115,26,12.42,14,525,67,6.89,340,84.9,58,7,7.75,328,300,13,11,3799.99,16.75,7,27,15.94,14.5,35.74,1.34,61,0
2025-05-27,95.24,306.12,605.34,107.89,95,34,67.6,120,76,8.64,18.65,78.7,490,30,0.14,18,37,6.6,56,115,26,12.42,13.98,525,67,6.89,340,84.9,58,7,7.75,328,334,13,11.95,3799.99,16.7,7,27.95,16,14.1,33.55,1.3,61,0
2025-05-28,95.81,307.71,605.35,111.12,93.99,34,67.6,120,76,8.61,18.93,78.7,450,32,0.14,18,39,6.6,55.9,115,26,12.42,13.98,525,67,6.89,340,84.9,55.5,7.9,7.75,328,340,13,11.94,3799.99,16.7,7,29.5,17,14.6,36.49,1.34,61,0
2025-05-29,96.53,311.93,615.55,111.02,92,34,67.6,120,79.5,8.62,19.5,79,450,36,0.14,19.25,38.5,6.5,55.9,115,26,12.42,13.98,525,67,6.89,340,84.9,55.5,7.2,7.75,349.99,340,13,11.94,3789.97,16.5,7,28.99,16.99,14.6,36.4,1.3,61,0
2025-05-30,96.86,310.92,616.46,108.19,93.99,34,67.6,120,78.5,8.67,19,79,450,36,0.14,19.95,38.5,6.65,55.9,115,26,12.42,14.3,525,75,6.88,340,85,56,7.01,7.75,349.99,340,13,11,3789.97,16.75,7,26.06,16,14.6,36.4,1.42,61,0
2025-06-03,97.31,306.96,606.71,108.43,90,34,67.6,120,76,8.5,19.35,78.98,450,37,0.14,19.95,37.75,6.64,55.9,115,26,12.42,14.3,525,84.99,6.88,340,85.5,56,7,7.75,349.99,340,13,11.84,3789.97,16.75,7,26.9,15.9,14.75,34.03,1.4,61,0
2025-06-04,97.42,319.03,633.71,110.02,89.99,34,67.6,120,79.8,8.74,18.52,78,484.95,37,0.14,20.2,37.55,6.16,55.9,115,26,12.42,14.25,525,92,6.88,340,79.99,54.99,6.99,11.25,400,350,13,11.8,4000,16.75,7,26.9,15.89,14.75,35.95,1.4,61,0
2025-06-05,97.9,321.84,638.86,111.34,90,34,67.6,120,78.99,8.76,19.5,80,484.95,37,0.14,20.2,37.55,6.55,57.9,115,26,12.42,14,525,92,6.88,340,88,58,6.99,11.24,400,370,13,11.8,4000,16.75,7,26.5,15.7,16.8,36.5,1.45,61,0
2025-06-06,98.51,330.15,659.03,111.08,90,34,67.6,120,79,8.76,20,80,484.95,38.99,0.14,20.17,39,6.55,55.99,115,26,12.42,14,525,92,7.39,340,88,58,6.79,14.6,450,400,13,11.75,4000,18.5,7,26.5,15.5,18.5,37,1.48,61,0
2025-06-09,99.09,342.36,686.03,112.95,93,34,67.6,120,80,9,19.85,80,479,38.99,0.14,20.5,39,6.55,55.99,115,26,12.42,14,525,100,7.38,340,89.95,57.98,6.7,15,490,430,13,11.75,4000,18.9,7,27.5,15.5,18.5,39,1.5,61,0
2025-06-10,99.12,346.32,696.51,112.09,95,34,67.6,120,82,9.03,20,89,479,39,0.14,20.5,39,7,55,115,26,12.42,14,525,100,8,340,89.95,51.5,6.5,18.95,499,430,13,11.3,3999,18.9,7,27.5,15.9,18.5,38,1.45,61,0
2025-06-11,99.7,350.2,705.56,112.28,93,34,67.6,120,85.5,9,19.99,89,479,40,0.14,20.5,38,7,55,115,26,12.42,14,525,109.99,8,340,89.95,55.95,6.5,18,480,490,13,12,4000,19.3,7,26.85,15,19.95,40,1.4,61,0
2025-06-12,100.34,347.75,701.64,110.64,93,34,67.6,120,85,9.07,19.7,89,500,40,0.14,20.5,38,6.6,54,115,26,12.42,13.52,560,110,8,340,89.95,55.7,6.02,18,475,470,13,12,4000,19.3,7,26.01,15.8,19.95,39.99,1.39,61,0
2025-06-13,101.08,355.48,714,115.85,92.5,34,67.6,120,89.96,9.2,20.01,89.99,500,39.98,0.14,20.5,39,7,54,115,26,12.42,13.52,560,125,7.49,340,89.89,54.79,6.5,18,475,480,13,12.9,4000,15.5,7,30,15.75,21.5,39.99,1.39,61,0
2025-06-17,102.16,367.83,744.54,114.98,91.5,34,67.6,120,97,9.8,21.5,100,500,40,0.14,20.5,41,7.95,54,115,26,12.42,13.52,560,109,7.5,340,75,54.69,6.51,18,470,479,13,12,4000,18.5,7,29.48,16.9,21.75,38,1.44,61,0
2025-06-18,102.81,364.21,737.31,113.76,90,34,67.6,120,94.9,9.76,22.95,98.5,500,40,0.14,20,39,7.65,54,115,26,12.42,14.25,600,100,7.5,340,89,54,6.5,18.25,465,470,13,12.9,4000,20.5,7,27.75,16,21.7,42.5,1.4,61,0
2025-06-19,103.74,369.52,753.78,110.55,90,34,67.6,120,99,9.75,24.5,97.75,500,40,0.14,20,39,7.75,54,115,26,12.42,13.95,600,99.98,7.5,340,80,54,6,18.25,500,478,13,13,3250,21,7,28,16.8,21,43,1.39,61,0
2025-06-20,104.54,370.77,752.6,114.11,90,34,67.6,120,97.5,9.75,25.5,97.99,470,41.9,0.14,22.95,41,8.35,53.89,115,26,12.42,13.95,600,105,7.5,340,80,54.79,6.2,18.25,498,480,13,13.38,3899,21,7,26.5,16.8,21.7,42.7,1.39,61,0
2025-06-25,105.45,370.1,750.58,114.47,90,34,67.6,120,96.5,9.7,26,99,479,41.5,0.14,21.95,40,8.59,53,115,26,12.42,13.95,600,105,7.65,340,80,53,6.2,20,498,480,13,13.3,3899,21.9,7,28,16.8,21.7,42.5,1.35,61,0
2025-06-26,106.17,366.08,739.94,115.34,90,30,67.6,120,97.44,9.35,26,99.89,480,41.5,0.14,22,40,8.5,54,115,26,12.42,13.95,600,86,7.65,340,78.5,51.5,6.4,22,494.49,479.99,13,13.3,3899,21.6,7,28,16.85,23.9,41,1.3,61,0
2025-06-27,106.86,370.15,746.18,118.32,90,30,67.6,120,97,9.6,27.5,101,480,41.5,0.14,22,42,8.5,53,115,26,12.42,14.5,600,87,8.5,340,85,58,6.45,20,490,473,13,13.45,4400,21.6,7,27.98,16.79,26.3,42.5,1.29,61,0
2025-06-30,107.62,373.07,754.9,116.84,89,30,67.6,120,99,9.7,26.97,99,480,41.5,0.14,22,42,8.5,53,115,26,12.42,14.5,630,87,7.8,340,85,57.47,6.5,22,495,489.99,13,13.45,4400,21.6,7,27,16.8,26.3,41.01,1.3,61,0
2025-07-01,108.19,383.99,777.29,120,88.9,30,67.6,120,97.05,9.99,28,98.5,480,41.5,0.14,23.47,42,8.5,54,115,26,12.42,15.88,747,78,8.8,340,85,57.4,6.5,25,550,489,13,13,4400,23.5,7,27.9,16.75,29.25,40.01,1.3,61,0
2025-07-02,108.98,375.61,760.94,116.86,88.9,30,67.6,120,93.1,9.85,28.12,98.5,480,41.5,0.14,23.47,42,8.1,52.5,115,26,12.42,14.95,799.99,78,9.5,340,85,50.53,6.5,25,530,480,13,13,4400,23,7,26.52,16.9,25.5,41,1.28,61,0
2025-07-03,109.77,380.16,767.65,120.41,85,30,67.6,120,98.97,9.84,27.94,105,477,41.5,0.14,23.5,44.85,8.1,52.5,115,26,12.42,14.95,799.99,76,9.99,340,85,50.5,6.5,25,534,470,13,13,4400,23,7,28,16.9,29.9,42,1.3,61,0
2025-07-04,110.56,386.53,781.46,121.62,90,35,67.6,122,98.97,10.18,27.49,106.9,477,41.5,0.14,23.5,41,8.1,54,115,26,12.42,15,799.99,67.8,9.99,340,85,54,6.5,25,532,475,13,13.1,4400,23,7,28,16.89,33,41.55,1.35,61,0
2025-07-07,111.42,389.51,790.68,119.85,87.89,35,67.6,122,105,10.3,29,107,477,35.51,0.14,23.5,41,8.1,54,115,26,12.42,15.3,799.99,55.5,9.95,340,85,54,6.9,22,528.99,470,13,13.1,4400,23,7,26.61,16.85,33,40.1,1.3,61,0
2025-07-08,112.13,396.18,805.88,120.48,90,35,67.6,122,105,10.77,29.49,105,479,35.51,0.14,23.5,42,8.1,55.49,115,26,12.42,15.3,850,52,9.95,340,85,53,6.9,22,528.99,469.5,13,13.1,4399,25,7,26.72,16.85,33,39,1.29,61,0
2025-07-09,112.83,392.28,796.07,120.9,85,35,67.6,122,100.5,10.75,29,105,476.99,35.51,0.14,23.5,41,8.5,54,115,26,12.42,14.7,800,52,9.95,340,85,51,6.5,22,528.8,462,13,12.8,4399,27,7,28,16.9,33,39,1.29,61,0
2025-07-10,113.75,396.2,804.8,121.44,85,35,67.6,122,100.51,10.68,28.15,113,476.99,40.95,0.14,23.5,41.8,8.5,54,115,26,12.42,14.95,800.05,43,9.95,340,85,52,6.25,22,537.99,490,13,13,4600,27,7,27.5,16.69,33,40,1.29,61,0
2025-07-11,114.41,396.09,806.11,120.09,84.99,35,67.6,122,103,10.69,29.4,114,457.01,40.95,0.14,22,41.75,8.01,54,115,26,12.42,14.35,870,48,9.95,340,85,52,6.45,22.55,536,477,13,13.1,4600,28.5,7,27,16.45,33,40.66,1.29,61,0
2025-07-14,115.33,397.42,808.15,121.06,84.99,35,67.6,122,104.9,10.7,28.58,115,480,40.95,0.14,23.35,44,8.5,56,115,26,12.42,15.19,900,47,8,340,85,55.5,6.45,23.49,535.99,474.99,13,13.15,4600,29.99,7,26.75,16.85,29.99,40.7,1.23,61,0
2025-07-15,115.84,397.9,807.5,122.61,84.5,35,67.6,122,102.01,10.97,28,116,478,40.95,0.14,23.98,43.5,8.49,54.01,115,26,12.42,15.18,899.99,46,8.98,340,95,55.5,6.4,23.6,519,469.99,13,13.13,4990,29.4,7,27,16.8,29.9,41.54,1.22,61,0
2025-07-16,116.82,398.15,807.63,122.99,84.5,35,67.6,122,105.19,11.06,28.58,117,478,40.95,0.14,23.35,43.5,8.01,54.01,115,26,12.42,14.1,899.99,46,9.45,340,95,55.5,6.4,22.99,500,459.99,13,13,4990,29.4,7,28,16.5,29,41.54,1.18,61,0
2025-07-17,117.4,415.94,848.75,124.19,84.99,35,67.6,124,108,11.98,27.99,124.9,478,46,0.14,23.35,43.5,9,54.94,115,26,12.42,14.1,899.99,46,9,340,95,57,6.75,22.99,512.99,469,13,12.8,4989,30,7,27.5,16.79,30.5,43.99,1.18,61,0
2025-07-18,118.29,442.8,907.77,128.62,85,37,67.6,124,120,12.99,28.58,130,573,46,0.14,25.99,50,10,57,115,26,12.42,14.58,899.99,46,9,340,90,63,6.94,22.94,549.99,469.01,13,13.9,4989,31,7,27.99,16.85,31,44.5,1.1,61,0
2025-07-21,119.14,469.89,972.14,128.96,90,37,67.6,124,144,14.2,30.45,130,573,45,0.14,25,50,11,58,115,26,12.42,14.58,899.99,46,9,340,90,61.96,7.5,24,529.99,469.01,13,13.91,4995,31,7,27.99,17.35,31,45.5,1.15,61,0
2025-07-22,119.67,494.72,1027.75,132.16,90,37,67.6,124,130.02,16,31.99,147.9,575.1,50,0.14,28,54.99,12.5,59.5,115,26,12.42,15.36,899.99,46,8.6,340,95,57.75,7.45,23,529.99,499.99,13,13.75,4995,31,7,28,17.45,31,45,1.37,61,0
2025-07-23,120.42,499.36,1038.17,132.74,89.5,37,87,150,125.5,16.4,32.5,142,575.1,45,0.14,27,54,11.99,60,115,26,12.42,14.95,899.99,46,6.9,340,99,59.99,7.5,23,549.99,498.99,13,14.14,4897.49,33,7,30,18,29,44.75,1.3,61,0
2025-07-25,121.35,532.71,1113.76,136.27,89.5,37,87,150,139,18,29.99,145.01,686,51,0.14,30,54,12.15,59.99,115,26,12.42,14.01,899.99,46,6.88,340,109,59.39,7.9,22.9,549.9,545,13,15,4896.99,39.5,7,31,19,29.35,44.75,1.34,61,0
2025-07-28,122.17,534.59,1117.74,136.7,90,37,87,150,133.02,18.2,31,154,686,51,0.14,30,54.75,13,60,115,26,12.42,14.99,899.99,46,6.88,340,110,58.89,7.5,22.9,549.9,545,13,15.5,5000,39.5,7,31.4,18.98,29.35,43.5,1.34,61,0
2025-07-29,122.84,538.93,1130.18,134.93,90,37,87,150,131,18.21,31,157.85,686,51,0.14,30,54.75,12.8,56.25,115,26,12.42,14,899.99,46,7,340,110,58.88,7.49,25,599.99,540,13,15,4994.99,40,7,31.5,19,29.35,43.5,1.3,61,0
2025-07-30,123.87,528.36,1106.52,133.56,90,37,87,150,131.01,17.55,29,157.9,686,51,0.14,30,54.75,12.75,58,115,26,12.42,14.95,899.78,46,7,340,116.9,58.79,7.49,32.5,594.99,539.99,13,14.82,4994.99,45,7,29.11,18.7,29.35,44.99,1.11,61,0
2025-07-31,124.51,528.11,1103.96,135.25,90,37,87,150,127,17.75,29,157.8,686,51,0.14,30,54.75,10.75,58,115,26,12.42,14,899.78,46,7.8,340,116.9,59.98,7.49,35,583.49,534.95,13,14.8,4994.99,50,7,31.25,18.7,28,44,1.2,61,0
2025-08-01,125.42,533.15,1115.03,136.08,89.8,37,87,150,140,17.7,30.45,154.95,745,51,0.14,31,54.75,13,57.99,115,26,12.42,15,899.78,46,7.98,340,125,59.98,7.49,32,578.99,530,13,14.5,4800,55,7,31.5,18.69,29.35,44.95,1.11,61,0
2025-08-04,126.28,534.57,1119.51,135.15,86.9,37,87,150,142.7,17.8,29,146,745,50.5,0.14,31,54.75,13,57.99,115,26,12.42,15,899.78,46,7.98,340,125,59.95,7,30,578.99,550,13,14.19,4800,55,7,31.35,18.95,29.35,43,1.18,61,0
2025-08-05,127.11,530.43,1104.7,139.35,88.99,37,87,149.99,142.75,17.29,31.49,146.99,739,50,0.14,33,55,14.5,59.5,115,26,12.42,15,925,44,7,340,125,58,7,38,578.99,542.5,13,14.2,4800,64,7,33,19,29,44,1.18,61,0
2025-08-06,128.24,533.23,1104.59,145.15,88,37,87,149.99,145.11,17.05,33,153.95,745,52,0.14,33,60,16,59.35,115,26,12.42,15.5,1000,44,7.97,340,134.5,57,7.3,37,578.98,548.89,13,14.72,4800,74,7,37,18.99,29,47,1.18,61,0
2025-08-07,129.05,558.85,1161.03,149.25,89.89,37,87,149.99,156,18.3,36,155,845,52,0.14,32.95,65,17.5,64.95,115,26,12.42,15.5,1050,44,7,340,135,67,7.45,37.98,582.99,546.99,13,14.72,4800,74.65,7,37,19.95,29,50,1.18,61,0
2025-08-08,130.07,611.46,1273.46,160.62,90,37,87,149.99,200,19.4,37.45,167,845,52,0.14,33,70,20,75,115,26,12.42,15,1100,46,7,340,135.01,76,8.9,40,583,645.99,13,17,5000,85,7,39,22,32.55,54,1.18,61,0
2025-08-11,131.12,611.79,1262.17,170.92,90,37,87,152,185,18.9,38.8,175,845,61,0.14,33,70,22,74.99,115,26,12.42,17.75,1100,47,6,340,155,75,9,49.5,648,645.99,13,18.5,5299,95,7,46,23,33,57.9,1.2,61,0
2025-08-12,132.3,611.99,1258.07,174.84,105,37,87,175,176.01,18.45,39.5,175,988,61,0.14,33.87,72,22.5,74.5,115,26,12.42,17.6,1125,46,7.9,340,175,75,9,49.49,697.99,647.99,13,20,5298.99,105,7,49,25.98,33,58,1.25,61,0
2025-08-13,133.52,630.07,1299.82,176.09,117,37,87,175,180,18.4,37.99,175,791,65,0.14,33.83,71.9,22.5,74.5,115,26,12.42,16.95,1150,47,7.89,340,175,75,9.5,49.5,750,750,13,20.99,5350,104,7,48,25.98,33,64.95,1.24,61,0
2025-08-14,134.48,641.71,1327.86,175.91,130,37,87,175,183.98,18.25,42.99,190,940,65,0.14,33.83,70,22.3,74.49,115,26,12.42,15.99,1150,45,7.89,340,175,70.99,9.5,46.9,799,748.95,13,20.95,5350,107,7,48,25,32.99,65,1.23,61,0
2025-08-15,135.64,644.82,1333.87,177.13,129.01,37,87,180,190,17.9,45,194.9,985,74.5,0.14,35.98,69.75,21.99,74.5,115,26,12.42,16.2,1200,47,7.89,340,180,69,9.5,45.99,824,750,13,22,5350,120,7,47.5,25,31.98,67,1.19,61,0
2025-08-19,136.89,676.51,1407.67,178.8,129,37,87,180,195,18.3,45,199.75,985,89,0.14,34,69,22,77,115,26,12.42,16.5,1200,50,7.89,340,199.99,78,9.75,49,980,800,13,24.9,5600,118.5,8.37,48,28,32.7,66.9,1.24,61,0
2025-08-20,138.13,709.96,1482.43,183.24,126,37,87,180,209,19.5,48,190,985,89,0.14,35.95,69,22,77.99,115,26,12.42,16.6,1250,50,7.89,340,199.99,85,10,49,1000,890,13,29.5,6300,118.5,10.01,47.1,29.98,32.75,68.5,1.23,61,0
2025-08-21,139.4,733.83,1528.54,192.6,129,37,87,180,209,20,53,199,985,89,0.14,35.98,70,21.89,78,115,26,12.42,16.7,1250,52,6.5,340,235,87,11,49,1000,999.99,13,33,6300,120,10.01,54,34.47,36.49,68.5,1.24,61,0
2025-08-22,140.66,756.49,1568.08,205.07,150,37,87,180,230,20,52.5,215,1000,103,0.14,39.97,75.99,21.89,87,115,26,12.42,17.35,1250,55,7.45,340,239,87,10.5,49,1000,999.99,13,35,6300,101,10.01,58,34.29,36.49,70,1.24,61,0
2025-08-25,141.88,781.41,1627.96,204.8,170,37,87,180,215,21.2,52.5,219,1099,105,0.14,39.97,76,21.8,87,115,26,12.42,17.4,1350,59,8,340,274,95,10.5,49,1099.99,1009,13,39,6300,118.6,10.01,55.5,34,41,74.01,1.4,61,0
2025-08-26,143.04,811.37,1692.5,210.84,170,37,87,180,229,21.99,62.5,215,1099,105,0.14,43.9,79.85,21.8,85,115,26,12.42,18.45,1350,59,8,340,269,96,10.5,49,1100,1100,13,40,6500,119,10.01,59,33.5,40,72,1.46,61,0
2025-08-27,144.37,820.86,1703.1,221.16,194,37,87,200,233,21.75,71.5,213.99,1000,120,0.14,49.97,83.4,23,90,115,26,12.42,18.45,1350,59,7.9,340,274.99,102,10.5,49,1095,1098.99,13,39.99,6500,119.9,10.01,59.95,36.95,47,71.99,1.6,61,0
2025-08-28,145.75,821.65,1705.07,221.07,200,37,87,200,229,21.89,72.45,210,1198,120,0.14,49.97,88.9,23,90,115,26,12.42,19.49,1355,54,7.9,340,274.99,102,10.5,49,1098,1098.99,13,39,6500,128.5,10.01,59.85,35,49.99,67,2.25,61,0
2025-08-29,147.08,823.17,1701.17,227.51,200,37,87,200,223,21.87,79,210,1198,117,0.14,49.97,84,23.5,98.97,115,26,14.94,20.98,1400,56,7.9,340,274.99,109,10.5,49,1096.99,1098,13,39.98,7200,129.8,10.01,59.9,35.74,49.99,65,2.25,61,0
2025-09-01,148.44,816.3,1687.13,225.48,200,37,87,200,214.5,21.5,89,209.99,1198,117,0.14,49.97,86.95,22.5,95.89,115,26,14.94,20.15,1400,56,6.41,340,274.99,110,11,63.5,1100,1100,13,40.5,6650,134,10.01,58.99,37.95,54.9,68,2.99,61,0
2025-09-02,149.47,866.1,1796.72,233.55,200,37,87,200,230,24.05,88.9,235,1115,125,0.14,49.97,86,23,105,115,26,17.93,21,1400,54,7.09,340,319.99,120,11.5,63.5,1099.98,1099,13,41.75,7000,149.8,10.01,59.99,39.89,54,72,3,61,0
2025-09-03,150.8,896.39,1863.07,238.73,215,37,87,206,250,24.35,84,245,1098,150,0.14,49.98,86,22,105,115,26,23.3,21,1400,55,7.08,340,329.9,125,11.5,50,1194,1100,13,45,7200,152,10.01,59.94,38,61,79.98,2.95,61,0
2025-09-04,151.76,965.25,1996.96,264.93,215,37,87,206,265,27.35,87,245,1000,179.9,0.14,55,93,22,125,115,26,23.3,24,1500,55,5.6,340,329.95,127,12,65,1189.99,1200,13,53,7000,168,10.01,66.92,45,70,88.01,2.9,61,0
2025-09-05,152.82,992.78,2052.22,273.95,245,37,87,206,250,27.5,89,255,1199,215,0.14,54,100,26.2,123,115,26,32.62,23.29,1500,57.99,6,441.99,385,135,13.5,65,1300,1300,13,61,7400,200,10.01,70,45,79,93.45,2.33,61,0
2025-09-08,154.01,1017.86,2100.53,283.87,273,37,87,206,280,26.95,88.99,255,1200,250,0.14,54,104.85,26.5,125,115,26,39,23.29,1500,57.99,7.95,441.99,380,139.95,13.5,84.5,1299,1398,13,59,8800,234.99,10.01,69,42,91,93.3,2.69,61,0
2025-09-09,154.98,1003.66,2090.68,263.32,305,37,87,206,236,27.5,84.5,247.9,1200,299,0.14,50,97.9,26.5,118,115,26,39,24.49,1500,60,7.9,441.99,383,133,14,99,1361,1398,13,58.9,7400,236,10.01,66.5,41.99,91,75.16,2.67,61,0
2025-09-10,156.37,1012,2111.42,262.63,319,37,87,206,232,29,82,238.9,1430,250,0.14,53.4,97.9,26.7,110,115,26,39,23.7,1500,56,7.88,441.99,383,130,14,128,1350,1300,13,58.5,7700,250,10.01,62.9,41.9,100,77.95,2.6,61,0
2025-09-11,157.73,1006.55,2105.2,256.82,319,37,87,206,228,29,79,222,1300,290,0.14,53,94,28,110,115,26,39,22.85,1500,55,6.31,441.99,374.9,130,14.5,128,1344,1345.98,13,53.51,7700,295,10.01,59.99,41,99.8,70.51,2.6,61,0
2025-09-12,158.93,1009.46,2111.49,257.4,339,37,87,230,220,29.5,75,217.5,1300,280,0.14,56.85,94,30,104.98,115,26,39,23.49,1400,59.95,7.3,441.99,374.9,130,13.94,124,1329.99,1345.98,13,53.49,7700,294.99,10.01,59.4,40.85,99.7,74.9,2.58,61,0
2025-09-16,160.45,987.62,2073.11,245.6,339,37,87,230,217,28.99,74.95,222,1559,330,0.14,57,94,32,100,115,26,39,21.99,1400,55.86,6.55,441.99,374.9,129.99,13,135,1299.99,1285,13,55.89,7700,230,10.01,57.19,40.75,80,72.89,2.65,61,0
2025-09-17,161.89,972.05,2040.44,241.72,328,37,87,230,230,28.5,75,221.5,1868,330,0.14,57,93.85,35,100,115,26,39,21.99,1500,55.86,6.55,441.99,374.9,129.99,12.6,135,1200,1285,13,55,7700,224,10.01,53.99,40.8,80,72.4,2.65,61,0
2025-09-18,163.65,971.73,2031.99,248.26,315,37,87,230,220,28.3,75,220,1868,327,0.14,57,93.8,33.5,100,115,26,39,21.99,1550,51,7.45,441.99,360,129.99,13,135,1285,1245,13,54.89,7700,182,10.01,56.95,39.8,90.45,72,2.7,61,0
2025-09-19,165.41,967.57,2006.1,261.87,300,37,87,230,229.5,28.3,71.9,219.99,2241.5,318,0.14,66.99,92.9,33.5,100,115,26,39,22.9,1550,55.86,6.05,441.99,360,129.99,13,131.99,1284.99,1100,13,53.8,7700,210,10.01,63,38.99,90,72,2.99,61,0
2025-09-22,166.58,960.63,1989.72,261.69,299.99,37,87,230,229.49,29,71.92,219.9,2200,300,0.14,68,91,33.5,105,115,26,39,22.9,1550,55.86,6.9,441.99,360,119.94,12.9,100,1145.5,1100,13,53.96,8000,210,10.01,58.88,39,90.94,71.5,3.2,61,0
2025-09-23,168.42,964.69,2000.74,260.57,299.69,37,87,230,233,29.99,71.4,239.9,2200,329,0.14,68,91.5,32.9,107,115,26,39,22.9,1550,55.86,6.9,441.99,360,140,12.01,120,1100,1000,13,53.3,8000,210,10.01,56,38.9,90.6,77,2.8,61,0
2025-09-24,169.98,1038.18,2157.03,277.12,349.99,37,87,230,269,30.23,76.75,269,2200,329,0.14,68,91.7,31,128,115,26,39,22.9,1550,55.86,6.9,441.99,360,140,13,120,1300,1075,13,53.39,8300,200,10.01,58,40,90.6,85,3.13,61,0
